13421619,19344854,19394163,108.5870262959,52.2756538899,52.0023529759,0,0,0,0.0000000000,0.0000000000,0.0000000000,0,0,0,0.0000000000,0.0000000000,0.0000000000,108.5878515241,52.2740594955,52.0003689001,13421619,19343756,19395039,108.5877706189,52.2775294234,51.9999399257,108.5877706189,52.2773294338,52.0007281703,637278.4686434745
13421619,19344420,19394669,108.5870262959,52.2760538511,52.0023529759,0,0,0,0.0000000000,0.0000000000,0.0000000000,0,0,0,0.0000000000,0.0000000000,0.0000000000,108.5870262959,52.2795942486,51.9889867896,13421624,19343332,19395016,108.5876897139,52.2798158732,51.9999452878,108.5876088089,52.2811997076,51.9999077528,637357.8546744979
13421619,19342584,19396138,108.5870262959,52.2803942661,52.0007657062,0,0,0,0.0000000000,0.0000000000,0.0000000000,0,0,0,0.0000000000,0.0000000000,0.0000000000,108.5870262959,52.2891253803,52.0011625168,13421639,19342851,19395207,108.5875279041,52.2815078345,52.0006477363,108.5873660946,52.2815456748,52.0006102005,637370.0387772816
13421670,19343396,19397026,108.5878515241,52.2796428978,51.9928894191,0,0,0,0.0000000000,0.0000000000,0.0000000000,0,0,0,0.0000000000,0.0000000000,0.0000000000,108.5878515241,52.2906717994,51.9885901183,13421649,19342720,19395215,108.5872851900,52.2826484681,51.9993500945,108.5872851900,52.2826484681,52.0009587486,637395.8490783478
13421722,19343027,19397298,108.5878515241,52.2701197625,52.0081771623,0,0,0,0.0000000000,0.0000000000,0.0000000000,0,0,0,0.0000000000,0.0000000000,0.0000000000,108.5870262959,52.2914666638,51.9916992850,13421659,19342911,19395216,108.5871072002,52.2816213556,51.9995753016,108.5871072002,52.2803996716,52.0009051256,637363.4881480694
13421670,19342658,19396360,108.5878515241,52.2744594384,52.0011625168,0,0,0,0.0000000000,0.0000000000,0.0000000000,0,0,0,0.0000000000,0.0000000000,0.0000000000,108.5878515241,52.2835350528,51.9932861396,13421659,19343070,19394852,108.5872851900,52.2803672381,52.0025942901,108.5872042855,52.2803618326,52.0009855601,637331.7842963124
13421619,19342446,19396656,108.5870262959,52.2724651740,52.0034791235,0,0,0,0.0000000000,0.0000000000,0.0000000000,0,0,0,0.0000000000,0.0000000000,0.0000000000,108.5870262959,52.2819889503,51.9932861396,13421649,19343436,19394998,108.5856185755,52.2772375470,52.0023208008,108.5856185755,52.2784320937,52.0028731443,637295.4976049862
13421670,19344125,19393941,108.5870262959,52.2891253803,52.0026854537,0,0,0,0.0000000000,0.0000000000,0.0000000000,0,0,0,0.0000000000,0.0000000000,0.0000000000,108.5878515241,52.2799942550,51.9983849378,13421752,19343355,19394931,108.5856994782,52.2790537066,52.0009533863,108.5856994782,52.2801996655,52.0002080341,637359.5578110830
13421670,19343682,19395039,108.5878515241,52.2803942661,52.0015593319,0,0,0,0.0000000000,0.0000000000,0.0000000000,0,0,0,0.0000000000,0.0000000000,0.0000000000,108.5870262959,52.2764051722,52.0011625168,13421747,19342953,19395361,108.5857803811,52.2814699942,51.9982562523,108.5856994782,52.2819024571,51.9984117474,637412.3578772056
13421670,19341126,19394891,108.5878515241,52.2803942661,51.9893834654,0,0,0,0.0000000000,0.0000000000,0.0000000000,0,0,0,0.0000000000,0.0000000000,0.0000000000,108.5878515241,52.2748593859,52.0011625168,13421752,19342683,19395412,108.5856994782,52.2826214385,51.9978648368,108.5873660946,52.2832917804,51.9966477236,637412.4889015645
