0,13421670,19340388,19393287,108.5870262959,52.3017474625,52.0089709577,19367682,19307401,19357504,52.1753600999,52.4878489628,52.2065026521,13421670,19338718,19392337,56.4124914241,-0.1805623491,-0.1904510932,-0.0008252281,-0.0114776151,-0.0093975748,13421670,19340536,19395768,-0.0007281430,-0.0128674374,-0.0191518374,-0.0007281430,-0.0133054633,-0.0183690237
0,13421670,19341569,19394533,108.5870262959,52.2906717994,52.0054633773,19367682,19307401,19357504,52.1753600999,52.4878489628,52.2065026521,13421670,19338718,19392337,56.4124914241,-0.1805623491,-0.1904510932,0.0000000000,-0.0205564254,-0.0054929558,13421664,19340655,19395498,-0.0006472386,-0.0147006202,-0.0165727748,-0.0005663341,-0.0145438030,-0.0166103093
0,13421670,19341929,19393213,108.5870262959,52.2918668066,51.9952698100,19367682,19307401,19357504,52.1753600999,52.4878489628,52.2065026521,13421670,19338718,19392337,56.4124914241,-0.1805623491,-0.1904510932,-0.0016666275,-0.0126240873,-0.0168730498,13421654,19340781,19395126,-0.0006472386,-0.0135596239,-0.0149265785,-0.0023138512,-0.0128133597,-0.0142670055
0,13421670,19341200,19395705,108.5704428226,52.2958089986,52.0089709577,19367682,19307401,19357504,52.1753600999,52.4878489628,52.2065026521,13421670,19338718,19392337,56.4124914241,-0.1805623491,-0.1904510932,-0.0008252281,-0.0114776151,-0.0199882489,13421757,19340504,19394835,-0.0021520458,-0.0134460630,-0.0135323445,-0.0021520458,-0.0134839167,-0.0134572688
0,13422695,19341560,19393645,108.5870262959,52.3002005521,52.0042728114,19367682,19307401,19357504,52.1753600999,52.4878489628,52.2065026521,13421670,19338718,19392337,56.4124914241,-0.1805623491,-0.1904510932,-0.0008252281,-0.0126727575,-0.0188569439,13421747,19340709,19394596,-0.0020711430,-0.0139922335,-0.0134197308,-0.0020711430,-0.0134785090,-0.0138165583
0,13421670,19340619,19394891,108.5870262959,52.2938621814,52.0011625168,19367682,19307401,19357504,52.1753600999,52.4878489628,52.2065026521,13421670,19338718,19392337,56.4124914241,-0.1805623491,-0.1904510932,-0.0008252281,-0.0110774226,-0.0180633999,13421752,19340730,19394597,-0.0021520458,-0.0134785090,-0.0129531847,-0.0021520458,-0.0143869851,-0.0134250934
0,13421670,19340250,19396274,108.5870262959,52.3021477232,52.0078446317,19367682,19307401,19357504,52.1753600999,52.4878489628,52.2065026521,13421670,19338718,19392337,56.4124914241,-0.1805623491,-0.1904510932,0.0000000000,-0.0106772254,-0.0101913172,13421644,19340919,19394800,-0.0004854295,-0.0156144717,-0.0134197308,-0.0006634194,-0.0149061037,-0.0138862707
0,13421670,19341569,19393509,108.5704428226,52.3009523636,52.0047340167,19367682,19307401,19357504,52.1753600999,52.4878489628,52.2065026521,13421670,19338718,19392337,56.4124914241,-0.1805623491,-0.1904510932,-0.0008252281,-0.0047386251,-0.0121755938,13421665,19340964,19394661,-0.0008252281,-0.0142734269,-0.0144332405,-0.0024756562,-0.0136461463,-0.0138004708
0,13421619,19340905,19393065,108.5870262959,52.2863301045,52.0117493849,19367682,19307401,19357504,52.1753600999,52.4878489628,52.2065026521,13421670,19338718,19392337,56.4124914241,-0.1805623491,-0.1904510932,-0.0008252281,-0.0114776151,-0.0219719647,13421767,19340651,19394697,-0.0023138512,-0.0129701847,-0.0134143683,-0.0022329486,-0.0138408208,-0.0141222195
0,13421619,19339004,19393287,108.5870262959,52.3021477232,52.0019561516,19367682,19307401,19357504,52.1753600999,52.4878489628,52.2065026521,13421670,19338718,19392337,56.4124914241,-0.1805623491,-0.1904510932,0.0000000000,-0.0114776151,-0.0188569439,13421752,19340665,19394880,-0.0020711430,-0.0143978001,-0.0138487333,-0.0019902401,-0.0138029675,-0.0144386029
