-0.0059962082,0.2000000030,0.2059962153,0.0906383395,4.5319170952,4.5319170952,0.0000000000,0.2059962153
0.0312057119,0.2000000030,0.1687942892,-0.0493282415,-2.4664120674,2.4664120674,0.2059962153,0.1687942892
0.0552556701,0.2000000030,0.1447443366,0.0036101777,0.1805088818,0.1805088818,0.1687942892,0.1447443366
0.0320546851,0.2000000030,0.1679453254,0.0208081994,1.0404099226,1.0404099226,0.1447443366,0.1679453254
0.0406770669,0.2000000030,0.1593229324,-0.0017162384,-0.0858119205,0.0858119205,0.1679453254,0.1593229324
0.0409745350,0.2000000030,0.1590254605,0.0079665082,0.3983253837,0.3983253837,0.1593229324,0.1590254605
0.0499208868,0.2000000030,0.1500791162,0.0024841211,0.1242060587,0.1242060587,0.1590254605,0.1500791162
0.0582774766,0.2000000030,0.1417225301,0.0041155354,0.2057767659,0.2057767659,0.1500791162,0.1417225301
0.0623869337,0.2000000030,0.1376130730,0.0055320575,0.2766028643,0.2766028643,0.1417225301,0.1376130730
0.0643208995,0.2000000030,0.1356790960,0.0054754643,0.2737731934,0.2737731934,0.1376130730,0.1356790960
0.0738381296,0.2000000030,0.1261618733,0.0016263811,0.0813190565,0.0813190565,0.1356790960,0.1261618733
0.0718201771,0.2000000030,0.1281798184,0.0078378152,0.3918907344,0.3918907344,0.1261618733,0.1281798184
0.0737384409,0.2000000030,0.1262615621,0.0038795706,0.1939785331,0.1939785331,0.1281798184,0.1262615621
0.0809822679,0.2000000030,0.1190177351,0.0022468297,0.1123414859,0.1123414859,0.1262615621,0.1190177351
0.0822016597,0.2000000030,0.1177983433,0.0056729419,0.2836470902,0.2836470902,0.1190177351,0.1177983433
0.0924188420,0.2000000030,0.1075811610,0.0004602531,0.0230126549,0.0230126549,0.1177983433,0.1075811610
0.0887828693,0.2000000030,0.1112171337,0.0079465108,0.3973255157,0.3973255157,0.1075811610,0.1112171337
0.0926320255,0.2000000030,0.1073679775,0.0020278620,0.1013930961,0.1013930961,0.1112171337,0.1073679775
0.0906810313,0.2000000030,0.1093189716,0.0059229881,0.2961494029,0.2961494029,0.1073679775,0.1093189716
0.0979316086,0.2000000030,0.1020683944,0.0007923060,0.0396152996,0.0396152996,0.1093189716,0.1020683944
0.0947825089,0.2000000030,0.1052174941,0.0069184555,0.3459227681,0.3459227681,0.1020683944,0.1052174941
0.1030333489,0.2000000030,0.0969666541,-0.0000514900,-0.0025745016,0.0025745016,0.1052174941,0.0969666541
