-0.0008798352,0.2000000030,0.2008798420,0.0883871317,4.4193563461,4.4193563461,0.0000000000,0.2008798420
0.0446452014,0.2000000030,0.1553547978,-0.0521717966,-2.6085898876,2.6085898876,0.2008798420,0.1553547978
0.0562567711,0.2000000030,0.1437432319,0.0102101117,0.5105055571,0.5105055571,0.1553547978,0.1437432319
0.0439678095,0.2000000030,0.1560321897,0.0134791844,0.6739591956,0.6739591956,0.1437432319,0.1560321897
0.0565598421,0.2000000030,0.1434401572,-0.0017569987,-0.0878499374,0.0878499374,0.1560321897,0.1434401572
0.0512837768,0.2000000030,0.1487162262,0.0105774831,0.5288741589,0.5288741589,0.1434401572,0.1487162262
0.0715338886,0.2000000030,0.1284661144,-0.0040166141,-0.2008306980,0.2008306980,0.1487162262,0.1284661144
0.0665323809,0.2000000030,0.1334676147,0.0113893272,0.5694663525,0.5694663525,0.1284661144,0.1334676147
0.0770292580,0.2000000030,0.1229707450,-0.0002802187,-0.0140109332,0.0140109332,0.1334676147,0.1229707450
0.0838051140,0.2000000030,0.1161948889,0.0040368270,0.2018413544,0.2018413544,0.1229707450,0.1161948889
0.0779411718,0.2000000030,0.1220588312,0.0085831014,0.4291550815,0.4291550815,0.1161948889,0.1220588312
0.0833720639,0.2000000030,0.1166279390,0.0013199733,0.0659986660,0.0659986660,0.1220588312,0.1166279390
0.0880057961,0.2000000030,0.1119942069,0.0037124536,0.1856226921,0.1856226921,0.1166279390,0.1119942069
0.0965719745,0.2000000030,0.1034280285,0.0016373959,0.0818697959,0.0818697959,0.1119942069,0.1034280285
0.0864909738,0.2000000030,0.1135090292,0.0102859968,0.5142998099,0.5142998099,0.1034280285,0.1135090292
0.0955348834,0.2000000030,0.1044651195,-0.0014551596,-0.0727579817,0.0727579817,0.1135090292,0.1044651195
0.0973409861,0.2000000030,0.1026590168,0.0051927017,0.2596350908,0.2596350908,0.1044651195,0.1026590168
0.0980194882,0.2000000030,0.1019805148,0.0041690404,0.2084520161,0.2084520161,0.1026590168,0.1019805148
0.0993810371,0.2000000030,0.1006189659,0.0036158392,0.1807919443,0.1807919443,0.1019805148,0.1006189659
0.1064358577,0.2000000030,0.0935641453,0.0011929470,0.0596473515,0.0596473515,0.1006189659,0.0935641453
