-0.0701744386,-0.0595232278,-0.0038784456
-0.0637289236,-0.0528493133,-0.0038123918
-0.0573101216,-0.0466302563,-0.0040860426
-0.0508445662,-0.0402282507,-0.0042087131
-0.0448190858,-0.0337457759,-0.0039350630
-0.0386366970,-0.0273423303,-0.0040105529
-0.0322146487,-0.0207330418,-0.0040671701
-0.0251393275,-0.0144421142,-0.0040860426
-0.0185501022,-0.0078883303,-0.0041992769
-0.0119600022,-0.0015389936,-0.0044163087
-0.0053414484,0.0048110465,-0.0045861590
-0.0052587109,0.0044918176,-0.0044917978
-0.0051667802,0.0048224476,-0.0046050313
-0.0052862901,0.0048908540,-0.0047182644
-0.0053138693,0.0043778078,-0.0048786777
-0.0050840424,0.0041269868,-0.0049164219
-0.0052035525,0.0037507575,-0.0049164219
-0.0056264321,0.0041383878,-0.0045672868
-0.0057459409,0.0040585813,-0.0042275855
-0.0058010987,0.0042637981,-0.0040105529
-0.0062331661,0.0046514319,-0.0035670485
-0.0068858566,0.0047084370,-0.0034915581
-0.0071248678,0.0045146196,-0.0030574856
-0.0069226276,0.0045146196,-0.0030574856
-0.0064905662,0.0051530794,-0.0029631215
-0.0066652298,0.0055293180,-0.0028027022
-0.0064354092,0.0058485526,-0.0026422824
-0.0066100729,0.0059169603,-0.0029348123
-0.0066652298,0.0059169603,-0.0033405768
-0.0065181447,0.0059739667,-0.0032462132
-0.0059481859,0.0059169603,-0.0031801586
-0.0053506415,0.0061791904,-0.0032367769
-0.0055988531,0.0059739667,-0.0028781937
-0.0056356251,0.0063730134,-0.0024724255
-0.0057459409,0.0064414216,-0.0022270757
-0.0058930283,0.0064984286,-0.0024912985
-0.0060033435,0.0065668370,-0.0025573540
-0.0068031216,0.0061791904,-0.0024912985
-0.0069502059,0.0063046052,-0.0020949638
-0.0074925752,0.0061791904,-0.0022459488
-0.0075753090,0.0059739667,-0.0026328459
-0.0078510873,0.0059169603,-0.0024629890
-0.0077959317,0.0063046052,-0.0029442487
-0.0079154353,0.0061791904,-0.0030008672
-0.0075753090,0.0059169603,-0.0034821217
-0.0078786650,0.0058485526,-0.0027838293
-0.0080533237,0.0056547314,-0.0031612859
-0.0070237478,0.0057801450,-0.0033311404
-0.0074282266,0.0056547314,-0.0034443765
-0.0073730706,0.0057801450,-0.0033500131
-0.0079154353,0.0059169603,-0.0029631215
-0.0080625162,0.0055863240,-0.0029159394
-0.0080625162,0.0055179168,-0.0026705918
-0.0085497187,0.0052556897,-0.0028027022
-0.0089449927,0.0053240966,-0.0025762270
-0.0087519523,0.0052556897,-0.0027460835
-0.0086324507,0.0055179168,-0.0026422824
-0.0088622612,0.0055863240,-0.0025101715
-0.0082004042,0.0055863240,-0.0028027022
-0.0081452491,0.0055179168,-0.0025007350
-0.0079154353,0.0055179168,-0.0031707223
-0.0075477311,0.0057231388,-0.0034443765
-0.0071156751,0.0055179168,-0.0035009944
-0.0067387721,0.0054039048,-0.0036047937
-0.0063986378,0.0054039048,-0.0038218281
-0.0063159020,0.0054039048,-0.0042275855
-0.0066560370,0.0054039048,-0.0041049150
-0.0072811438,0.0054723120,-0.0040482977
-0.0076764279,0.0053354978,-0.0038407006
-0.0080165535,0.0054039048,-0.0040294253
-0.0087611447,0.0053354978,-0.0034632491
-0.0092667250,0.0053354978,-0.0036991566
-0.0097906846,0.0055977252,-0.0035953575
-0.0099009912,0.0056547314,-0.0036708478
-0.0098458379,0.0055863240,-0.0037463380
-0.0093862250,0.0051302772,-0.0035198670
-0.0092483403,0.0051302772,-0.0033971948
-0.0088530688,0.0051872828,-0.0032839587
-0.0088254916,0.0051872828,-0.0034443765
-0.0087703371,0.0053240966,-0.0034255038
-0.0084669866,0.0053925037,-0.0037557743
-0.0081176715,0.0057117375,-0.0036519752
-0.0077499687,0.0056547314,-0.0037085929
-0.0072351803,0.0057801450,-0.0036991566
-0.0079154353,0.0059739667,-0.0035764849
-0.0079797833,0.0065668370,-0.0035764849
-0.0078327021,0.0065668370,-0.0034255038
-0.0074006486,0.0062361971,-0.0034821217
-0.0072535657,0.0063160065,-0.0033688858
-0.0066836154,0.0061221837,-0.0033028314
-0.0063710592,0.0060537758,-0.0029159394
-0.0065365304,0.0059967693,-0.0029631215
-0.0070237478,0.0061221837,-0.0032367769
-0.0079338204,0.0061221837,-0.0031141040
-0.0075936942,0.0059967693,-0.0032745223
-0.0075385384,0.0059967693,-0.0035104307
-0.0079154353,0.0059967693,-0.0037180292
-0.0087703371,0.0064528230,-0.0037935193
-0.0090001469,0.0068974789,-0.0039161906
-0.0091748017,0.0068974789,-0.0041615322
-0.0088254916,0.0069658878,-0.0040482977
-0.0086048734,0.0068290701,-0.0038690094
-0.0079430130,0.0067606614,-0.0037746468
-0.0070329405,0.0066352456,-0.0036708478
-0.0072627584,0.0067606614,-0.0034443765
-0.0072627584,0.0067036541,-0.0036142300
-0.0068858566,0.0070228953,-0.0035009944
-0.0059481859,0.0067606614,-0.0036519752
-0.0058378706,0.0066352456,-0.0033688858
-0.0057183620,0.0066352456,-0.0034255038
-0.0062331661,0.0065668370,-0.0035764849
-0.0063434806,0.0065668370,-0.0037557743
-0.0066284585,0.0064984286,-0.0039067543
-0.0069134348,0.0065668370,-0.0037746468
-0.0068582783,0.0064984286,-0.0040105529
-0.0076304647,0.0064414216,-0.0037369017
-0.0078051243,0.0057801450,-0.0038123918
-0.0081452491,0.0058485526,-0.0036991566
-0.0077131983,0.0054723120,-0.0037085929
-0.0081084789,0.0055977252,-0.0035198670
-0.0078235095,0.0055977252,-0.0039256268
-0.0075109605,0.0055293180,-0.0033688858
-0.0077683539,0.0057231388,-0.0032462132
-0.0078786650,0.0058599539,-0.0034821217
-0.0075936942,0.0057915463,-0.0032084678
-0.0068490855,0.0060537758,-0.0032084678
